20031121090000 	 0
20031124090000 	 0
20031125090000 	 0
20031126090000 	 0
20031127090000 	 0
20031128090000 	 0
20031201090000 	 0
20031202090000 	 0
20031203090000 	 0
20031204090000 	 0
20031205090000 	 0
20031208090000 	 0
20031209090000 	 0
20031210090000 	 0
20031211090000 	 0
20031212090000 	 0
20031215090000 	 0
20031216090000 	 0
20031217090000 	 0
20031218090000 	 0
20031219090000 	 0
20031222090000 	 0
20031223090000 	 0
20031224090000 	 1590
20031226090000 	 0
20031229090000 	 0
20031230090000 	 0
20040102090000 	 0
20040105090000 	 0
20040106090000 	 0
20040107090000 	 0
20040108090000 	 0
20040109090000 	 0
20040112090000 	 0
20040113090000 	 0
20040114090000 	 2250
20040115090000 	 0
20040116090000 	 0
20040119090000 	 0
20040120090000 	 2050
20040126090000 	 0
20040127090000 	 0
20040128090000 	 0
20040129090000 	 0
20040130090000 	 0
20040202090000 	 0
20040203090000 	 0
20040204090000 	 2210
20040205090000 	 0
20040206090000 	 0
20040209090000 	 2030
20040210090000 	 0
20040211090000 	 0
20040212090000 	 0
20040213090000 	 0
20040216090000 	 0
20040217090000 	 2200
20040218090000 	 0
20040219090000 	 0
20040220090000 	 0
20040223090000 	 0
20040224090000 	 0
20040225090000 	 0
20040226090000 	 0
20040227090000 	 0
20040302090000 	 0
20040303090000 	 0
20040304090000 	 0
20040305090000 	 0
20040308090000 	 0
20040309090000 	 0
20040310090000 	 0
20040311090000 	 0
20040312090000 	 0
20040315090000 	 0
20040316090000 	 1000
20040317090000 	 0
20040318090000 	 1165
20040319090000 	 0
20040322090000 	 0
20040323090000 	 0
20040324090000 	 0
20040325090000 	 0
20040326090000 	 0
20040329090000 	 790
20040330090000 	 0
20040331090000 	 0
20040401090000 	 0
20040402090000 	 950
20040406090000 	 0
20040407090000 	 825
20040408090000 	 0
20040409090000 	 0
20040412090000 	 0
20040413090000 	 0
20040414090000 	 0
20040416090000 	 0
20040419090000 	 0
20040420090000 	 975
20040421090000 	 0
20040422090000 	 0
20040423090000 	 0
20040426090000 	 0
20040427090000 	 0
20040428090000 	 0
20040429090000 	 0
20040430090000 	 0
20040503090000 	 0
20040504090000 	 0
20040506090000 	 0
20040507090000 	 0
20040510090000 	 615
20040511090000 	 0
20040512090000 	 705
20040513090000 	 0
20040514090000 	 0
20040517090000 	 0
20040518090000 	 0
20040519090000 	 0
20040520090000 	 0
20040521090000 	 0
20040524090000 	 475
20040525090000 	 0
20040527090000 	 0
20040528090000 	 0
20040531090000 	 0
20040601090000 	 0
20040602090000 	 0
20040603090000 	 0
20040604090000 	 680
20040607090000 	 640
20040608090000 	 0
20040609090000 	 685
20040610090000 	 0
20040611090000 	 600
20040614090000 	 0
20040615090000 	 0
20040616090000 	 660
20040617090000 	 0
20040618090000 	 0
20040621090000 	 0
20040622090000 	 0
20040623090000 	 0
20040624090000 	 540
20040625090000 	 0
20040628090000 	 570
20040629090000 	 0
20040630090000 	 0
20040701090000 	 0
20040702090000 	 0
20040705090000 	 0
20040706090000 	 485
20040707090000 	 0
20040708090000 	 535
20040709090000 	 0
20040712090000 	 495
20040713090000 	 0
20040714090000 	 0
20040715090000 	 0
20040716090000 	 0
20040719090000 	 0
20040720090000 	 0
20040721090000 	 0
20040722090000 	 0
20040723090000 	 1290
20040726090000 	 1140
